psLayout version 3

match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
     	match	match	   	count	bases	count	bases	      	name     	size	start	end	name     	size	start	end	count
---------------------------------------------------------------------------------------------------------------------------------------------------------------
80	1	0	0	0	0	0	0	+	HS2000-887_357:3:1110:19941:88675	100	0	81	chr8	146364022	129615514	129615595	1	81,	0,	129615514,
53	0	0	0	0	0	0	0	+	HS2000-887_357:4:1114:7062:50387	100	47	100	chr8	146364022	128691765	128691818	1	53,	47,	128691765,
53	1	0	0	0	0	0	0	+	HS2000-887_357:4:1114:7062:50387	100	0	54	chr8	146364022	129615541	129615595	1	54,	0,	129615541,
71	1	0	0	0	0	0	0	+	HS2000-887_357:4:1113:6216:6557	100	0	72	chr8	146364022	129615523	129615595	1	72,	0,	129615523,
35	0	0	0	0	0	0	0	+	HS2000-887_357:4:1113:6216:6557	100	65	100	chr8	146364022	128691765	128691800	1	35,	65,	128691765,
72	1	0	0	0	0	0	0	+	HS2000-887_357:4:2201:3210:7479	100	0	73	chr8	146364022	129615522	129615595	1	73,	0,	129615522,
34	0	0	0	0	0	0	0	+	HS2000-887_357:4:2201:3210:7479	100	66	100	chr8	146364022	128691765	128691799	1	34,	66,	128691765,
77	1	0	0	0	0	0	0	+	HS2000-887_357:4:1301:1549:52550	100	0	78	chr8	146364022	129615517	129615595	1	78,	0,	129615517,
81	1	0	0	0	0	0	0	+	HS2000-887_357:4:2203:3722:72544	100	0	82	chr8	146364022	129615513	129615595	1	82,	0,	129615513,
64	0	0	0	0	0	0	0	+	HS2000-887_357:3:1206:18468:29118	100	36	100	chr8	146364022	128691765	128691829	1	64,	36,	128691765,
42	1	0	0	0	0	0	0	+	HS2000-887_357:3:1206:18468:29118	100	0	43	chr8	146364022	129615552	129615595	1	43,	0,	129615552,
60	1	0	0	0	0	0	0	+	HS2000-887_357:5:2314:7153:74869	100	0	61	chr8	146364022	129615534	129615595	1	61,	0,	129615534,
45	1	0	0	0	0	0	0	+	HS2000-887_357:5:2314:7153:74869	100	54	100	chr8	146364022	128691765	128691811	1	46,	54,	128691765,
81	1	0	0	0	0	0	0	+	HS2000-887_357:3:2201:6460:75162	100	0	82	chr8	146364022	129615513	129615595	1	82,	0,	129615513,
69	1	0	0	0	0	0	0	+	HS2000-887_357:5:2303:4937:63537	100	0	70	chr8	146364022	129615525	129615595	1	70,	0,	129615525,
37	0	0	0	0	0	0	0	+	HS2000-887_357:5:2303:4937:63537	100	63	100	chr8	146364022	128691765	128691802	1	37,	63,	128691765,
70	1	0	0	0	0	0	0	+	HS2000-887_357:3:2103:7176:57121	100	29	100	chr8	146364022	128691765	128691836	1	71,	29,	128691765,
35	1	0	0	0	0	0	0	+	HS2000-887_357:3:2103:7176:57121	100	0	36	chr8	146364022	129615559	129615595	1	36,	0,	129615559,
59	1	0	0	0	0	0	0	+	HS2000-887_357:5:1113:7122:13122	100	0	60	chr8	146364022	129615535	129615595	1	60,	0,	129615535,
47	0	0	0	0	0	0	0	+	HS2000-887_357:5:1113:7122:13122	100	53	100	chr8	146364022	128691765	128691812	1	47,	53,	128691765,
72	1	0	0	0	0	0	0	+	HS2000-887_357:4:2113:14738:16299	100	0	73	chr8	146364022	129615522	129615595	1	73,	0,	129615522,
34	0	0	0	0	0	0	0	+	HS2000-887_357:4:2113:14738:16299	100	66	100	chr8	146364022	128691765	128691799	1	34,	66,	128691765,
66	0	0	0	0	0	0	0	+	HS2000-887_357:5:2110:5261:29692	100	34	100	chr8	146364022	128691765	128691831	1	66,	34,	128691765,
40	1	0	0	0	0	0	0	+	HS2000-887_357:5:2110:5261:29692	100	0	41	chr8	146364022	129615554	129615595	1	41,	0,	129615554,
72	0	0	0	0	0	0	0	+	HS2000-887_357:4:2109:16920:15138	100	28	100	chr8	146364022	128691765	128691837	1	72,	28,	128691765,
34	1	0	0	0	0	0	0	+	HS2000-887_357:4:2109:16920:15138	100	0	35	chr8	146364022	129615560	129615595	1	35,	0,	129615560,
70	1	0	0	0	0	0	0	+	HS2000-887_357:4:2108:4753:9264	100	0	71	chr8	146364022	129615524	129615595	1	71,	0,	129615524,
36	0	0	0	0	0	0	0	+	HS2000-887_357:4:2108:4753:9264	100	64	100	chr8	146364022	128691765	128691801	1	36,	64,	128691765,
66	1	0	0	0	0	0	0	+	HS2000-887_357:3:2109:19395:20934	100	0	67	chr8	146364022	129615528	129615595	1	67,	0,	129615528,
40	0	0	0	0	0	0	0	+	HS2000-887_357:3:2109:19395:20934	100	60	100	chr8	146364022	128691765	128691805	1	40,	60,	128691765,
66	0	0	0	0	0	0	0	+	HS2000-887_357:4:1309:6364:100059	100	34	100	chr8	146364022	128691765	128691831	1	66,	34,	128691765,
40	1	0	0	0	0	0	0	+	HS2000-887_357:4:1309:6364:100059	100	0	41	chr8	146364022	129615554	129615595	1	41,	0,	129615554,
66	0	0	0	0	0	0	0	+	HS2000-887_357:5:1301:16945:26796	100	34	100	chr8	146364022	128691765	128691831	1	66,	34,	128691765,
40	1	0	0	0	0	0	0	+	HS2000-887_357:5:1301:16945:26796	100	0	41	chr8	146364022	129615554	129615595	1	41,	0,	129615554,
75	1	0	0	0	0	0	0	+	HS2000-887_357:5:2211:18104:76336	100	0	76	chr8	146364022	129615519	129615595	1	76,	0,	129615519,
31	0	0	0	0	0	0	0	+	HS2000-887_357:5:2211:18104:76336	100	69	100	chr8	146364022	128691765	128691796	1	31,	69,	128691765,
61	0	0	0	0	0	0	0	+	HS2000-887_357:5:2311:4506:57210	100	39	100	chr8	146364022	128691765	128691826	1	61,	39,	128691765,
45	1	0	0	0	0	0	0	+	HS2000-887_357:5:2311:4506:57210	100	0	46	chr8	146364022	129615549	129615595	1	46,	0,	129615549,
72	0	0	0	0	0	0	0	+	HS2000-887_357:3:1104:13640:37460	100	28	100	chr8	146364022	128691765	128691837	1	72,	28,	128691765,
34	1	0	0	0	0	0	0	+	HS2000-887_357:3:1104:13640:37460	100	0	35	chr8	146364022	129615560	129615595	1	35,	0,	129615560,
68	1	0	0	0	0	0	0	-	HS2000-887_357:3:1102:9785:14171	100	31	100	chr8	146364022	129615526	129615595	1	69,	0,	129615526,
38	0	0	0	0	0	0	0	-	HS2000-887_357:3:1102:9785:14171	100	0	38	chr8	146364022	128691765	128691803	1	38,	62,	128691765,
69	1	0	0	0	0	0	0	-	HS2000-887_357:4:1203:19122:74180	100	30	100	chr8	146364022	129615525	129615595	1	70,	0,	129615525,
37	0	0	0	0	0	0	0	-	HS2000-887_357:4:1203:19122:74180	100	0	37	chr8	146364022	128691765	128691802	1	37,	63,	128691765,
39	1	0	0	0	0	2	2	+	HS2000-887_357:4:2102:17059:26935	100	0	40	chr3	198022430	146472654	146472696	3	31,5,4,	0,31,36,	146472654,146472686,146472692,
43	1	0	0	0	0	1	30	+	HS2000-887_357:4:2102:17059:26935	100	0	44	chr20	63025520	11808004	11808078	2	34,10,	0,34,	11808004,11808068,
100	0	0	0	0	0	0	0	-	HS2000-887_357:4:2102:17059:26935	100	0	100	chr8	146364022	128691772	128691872	1	100,	0,	128691772,
68	1	0	0	0	0	0	0	-	HS2000-887_357:4:1305:11564:6723	100	31	100	chr8	146364022	129615526	129615595	1	69,	0,	129615526,
38	0	0	0	0	0	0	0	-	HS2000-887_357:4:1305:11564:6723	100	0	38	chr8	146364022	128691765	128691803	1	38,	62,	128691765,
